Timestamp,Mean_Rate,Min_Rate,Max_Rate
2025-07-26 11:42:30,87.52,80.54,93.75
2025-07-26 11:43:00,87.59,78.95,94.49
2025-07-26 11:43:30,86.29,77.42,93.75
2025-07-26 11:44:00,88.74,83.33,95.24
2025-07-26 11:44:30,89.99,81.08,95.24
2025-07-26 11:45:00,92.59,87.59,99.17
2025-07-26 11:45:30,92.27,86.33,98.36
2025-07-26 11:46:00,91.6,86.33,96.0
2025-07-26 11:46:30,99.15,92.31,109.09
2025-07-26 11:47:00,99.41,94.36,109.09
2025-07-26 11:47:30,97.3,92.31,102.56
